"A new programming environment with a multi-display terminal and early experiences with it
","Yoshihisa Mano;Kazuhito Ohmaki;Koji Torii
","Electrotechnical Laboratory, Ibaraki, Japan;Electrotechnical Laboratory, Ibaraki, Japan;Electrotechnical Laboratory, Ibaraki, Japan
","1984
","Computer Languages
"
"A survey of syntactic error recovery and repair
","K Hammomd;V J. Rayward-Smith
","University of East Anglia, Norwich, UK;University of East Anglia, Norwich, UK
","1984
","Computer Languages
"
"Evolutionary trends in poetic style: the case of English metaphysical poetry
","Colin Martindale
","University of Maine
","1984
","Computers and the Humanities
"
"The authorship of ""a lover's complaint"": an application of statistical stylometry to poetry
","M W.A. Smith
","Ulster Polytechnic, County Antrim, Ireland
","1984
","Computers and the Humanities
"
"Machine translation in the U.S.S.R.
","Yu N. Marchuk
","All-Union Centre for Translation, Moscow, U.S.S.R.
","1984
","Computers and the Humanities
"
"Computer-assisted instruction as an integral part of a first-semester French curriculum
","Theodore E.D. Braun;George W. Mulford
","University of Delaware;University of Delaware
","1984
","Computers and the Humanities
"
"An acceptance-complement analogue of the mixture-plus-acceptance-rejection method for generating random variables
","Richard A. Kronmal;Arthur V. Peterson, Jr.
","University of Washington;University of Washington
","1984
","ACM Transactions on Mathematical Software (TOMS)
"
"A program complex for solving systems of linear algebraic equations
","I N. Molchanov;V S. Zubatenko;L D. Nikolenko;M F. Yakovlev
","V.M. Glushkov Institute of Cybernetics, Kiev, USSR;V.M. Glushkov Institute of Cybernetics, Kiev, USSR;V.M. Glushkov Institute of Cybernetics, Kiev, USSR;V.M. Glushkov Institute of Cybernetics, Kiev, USSR
","1984
","ACM Transactions on Mathematical Software (TOMS)
"
"Design and data structure of fully adaptive, multigrid, finite-element software
","Maria-Cecilia Rivara
","Catholic University, Leuven, Belgium
","1984
","ACM Transactions on Mathematical Software (TOMS)
"
"Resolving the query inference problem using Steiner trees
","Joseph A. Wald;Paul G. Sorenson
","University of Saskatchewan;University of Saskatchewan
","1984
","ACM Transactions on Database Systems (TODS)
"
